"Loggerprotocol: elproLOG MONITOR 3.63.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"300051";"Wireless Logger";"1/29/2019 2:33 PM";"1/29/2019 2:38 PM";"0";"051.01.567.AMB.ENV";"18.1";"°C";"0";"051.02.570.PNS.888";"-83.6";"°C";"0";"051.03.567.THM.309";"-23.3";"°C";"0";"051.04.566.SMT.0158";"6.9";"°C";"0";"051.05.567.SCI.196";"-76.6";"°C";"0";"051.06.567.HRS.2YJ";"-79.2";"°C";"0";"051.07.567.PNS.152";"-78.6";"°C";"0";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"300051";"Wireless Logger";"1/29/2019 2:36 PM";"1/29/2019 2:41 PM";"0";"051.01.567.AMB.ENV";"18.1";"°C";"0";"051.02.570.PNS.888";"-83.6";"°C";"0";"051.03.567.THM.309";"-23.3";"°C";"0";"051.04.566.SMT.0158";"6.9";"°C";"0";"051.05.567.SCI.196";"-76.6";"°C";"0";"051.06.567.HRS.2YJ";"-79.2";"°C";"0";"051.07.567.PNS.152";"-78.6";"°C";"0";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"300051";"Wireless Logger";"1/29/2019 2:39 PM";"1/29/2019 2:44 PM";"0";"051.01.567.AMB.ENV";"18.1";"°C";"0";"051.02.570.PNS.888";"-82.8";"°C";"0";"051.03.567.THM.309";"-22.1";"°C";"0";"051.04.566.SMT.0158";"6.8";"°C";"0";"051.05.567.SCI.196";"-76.0";"°C";"0";"051.06.567.HRS.2YJ";"-80.9";"°C";"0";"051.07.567.PNS.152";"-78.4";"°C";"0";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"300051";"Wireless Logger";"1/29/2019 2:42 PM";"1/29/2019 2:47 PM";"0";"051.01.567.AMB.ENV";"17.9";"°C";"0";"051.02.570.PNS.888";"-82.0";"°C";"0";"051.03.567.THM.309";"-22.3";"°C";"0";"051.04.566.SMT.0158";"6.8";"°C";"0";"051.05.567.SCI.196";"-75.4";"°C";"0";"051.06.567.HRS.2YJ";"-83.7";"°C";"0";"051.07.567.PNS.152";"-78.4";"°C";"0";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"300051";"Wireless Logger";"1/29/2019 2:45 PM";"1/29/2019 2:50 PM";"0";"051.01.567.AMB.ENV";"17.9";"°C";"0";"051.02.570.PNS.888";"-81.2";"°C";"0";"051.03.567.THM.309";"-23.0";"°C";"0";"051.04.566.SMT.0158";"7.0";"°C";"0";"051.05.567.SCI.196";"-75.6";"°C";"0";"051.06.567.HRS.2YJ";"-85.4";"°C";"0";"051.07.567.PNS.152";"-78.5";"°C";"0";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"300051";"Wireless Logger";"1/29/2019 2:48 PM";"1/29/2019 2:53 PM";"0";"051.01.567.AMB.ENV";"18.3";"°C";"0";"051.02.570.PNS.888";"-81.2";"°C";"0";"051.03.567.THM.309";"-23.0";"°C";"0";"051.04.566.SMT.0158";"7.0";"°C";"0";"051.05.567.SCI.196";"-75.6";"°C";"0";"051.06.567.HRS.2YJ";"-85.4";"°C";"0";"051.07.567.PNS.152";"-78.5";"°C";"0";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"300051";"Wireless Logger";"1/29/2019 2:51 PM";"1/29/2019 2:56 PM";"0";"051.01.567.AMB.ENV";"18.3";"°C";"0";"051.02.570.PNS.888";"-81.0";"°C";"0";"051.03.567.THM.309";"-23.5";"°C";"0";"051.04.566.SMT.0158";"7.3";"°C";"0";"051.05.567.SCI.196";"-76.7";"°C";"0";"051.06.567.HRS.2YJ";"-86.3";"°C";"0";"051.07.567.PNS.152";"-78.6";"°C";"0";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"300051";"Wireless Logger";"1/29/2019 2:54 PM";"1/29/2019 2:59 PM";"0";"051.01.567.AMB.ENV";"18.3";"°C";"0";"051.02.570.PNS.888";"-82.2";"°C";"0";"051.03.567.THM.309";"-22.3";"°C";"0";"051.04.566.SMT.0158";"7.5";"°C";"0";"051.05.567.SCI.196";"-76.7";"°C";"0";"051.06.567.HRS.2YJ";"-84.2";"°C";"0";"051.07.567.PNS.152";"-78.8";"°C";"0";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"300051";"Wireless Logger";"1/29/2019 2:57 PM";"1/29/2019 3:02 PM";"0";"051.01.567.AMB.ENV";"18.0";"°C";"0";"051.02.570.PNS.888";"-83.8";"°C";"0";"051.03.567.THM.309";"-22.1";"°C";"0";"051.04.566.SMT.0158";"7.7";"°C";"0";"051.05.567.SCI.196";"-76.3";"°C";"0";"051.06.567.HRS.2YJ";"-81.2";"°C";"0";"051.07.567.PNS.152";"-78.8";"°C";"0";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"300051";"Wireless Logger";"1/29/2019 3:00 PM";"1/29/2019 3:05 PM";"0";"051.01.567.AMB.ENV";"17.9";"°C";"0";"051.02.570.PNS.888";"-83.8";"°C";"0";"051.03.567.THM.309";"-22.1";"°C";"0";"051.04.566.SMT.0158";"7.7";"°C";"0";"051.05.567.SCI.196";"-76.3";"°C";"0";"051.06.567.HRS.2YJ";"-81.2";"°C";"0";"051.07.567.PNS.152";"-78.8";"°C";"0";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"300051";"Wireless Logger";"1/29/2019 3:03 PM";"1/29/2019 3:08 PM";"0";"051.01.567.AMB.ENV";"17.9";"°C";"0";"051.02.570.PNS.888";"-84.0";"°C";"0";"051.03.567.THM.309";"-22.9";"°C";"0";"051.04.566.SMT.0158";"7.9";"°C";"0";"051.05.567.SCI.196";"-77.0";"°C";"0";"051.06.567.HRS.2YJ";"-78.9";"°C";"0";"051.07.567.PNS.152";"-78.8";"°C";"0";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"300051";"Wireless Logger";"1/29/2019 3:06 PM";"1/29/2019 3:11 PM";"0";"051.01.567.AMB.ENV";"18.2";"°C";"0";"051.02.570.PNS.888";"-83.4";"°C";"0";"051.03.567.THM.309";"-23.4";"°C";"0";"051.04.566.SMT.0158";"8.1";"°C";"0";"051.05.567.SCI.196";"-77.6";"°C";"0";"051.06.567.HRS.2YJ";"-81.7";"°C";"0";"051.07.567.PNS.152";"-78.6";"°C";"0";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"300051";"Wireless Logger";"1/29/2019 3:09 PM";"1/29/2019 3:14 PM";"0";"051.01.567.AMB.ENV";"18.2";"°C";"0";"051.02.570.PNS.888";"-82.6";"°C";"0";"051.03.567.THM.309";"-22.6";"°C";"0";"051.04.566.SMT.0158";"8.2";"°C";"0";"051.05.567.SCI.196";"-77.2";"°C";"0";"051.06.567.HRS.2YJ";"-84.3";"°C";"0";"051.07.567.PNS.152";"-78.4";"°C";"0";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"300051";"Wireless Logger";"1/29/2019 3:12 PM";"1/29/2019 3:17 PM";"0";"051.01.567.AMB.ENV";"18.1";"°C";"0";"051.02.570.PNS.888";"-82.6";"°C";"0";"051.03.567.THM.309";"-22.6";"°C";"0";"051.04.566.SMT.0158";"8.2";"°C";"0";"051.05.567.SCI.196";"-77.2";"°C";"0";"051.06.567.HRS.2YJ";"-84.3";"°C";"0";"051.07.567.PNS.152";"-78.4";"°C";"0";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"300051";"Wireless Logger";"1/29/2019 3:15 PM";"1/29/2019 3:20 PM";"0";"051.01.567.AMB.ENV";"18.1";"°C";"0";"051.02.570.PNS.888";"-81.8";"°C";"0";"051.03.567.THM.309";"-22.0";"°C";"0";"051.04.566.SMT.0158";"8.3";"°C";"0";"051.05.567.SCI.196";"-76.6";"°C";"0";"051.06.567.HRS.2YJ";"-85.7";"°C";"0";"051.07.567.PNS.152";"-78.4";"°C";"0";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"300051";"Wireless Logger";"1/29/2019 3:18 PM";"1/29/2019 3:23 PM";"0";"051.01.567.AMB.ENV";"18.2";"°C";"0";"051.02.570.PNS.888";"-81.1";"°C";"0";"051.03.567.THM.309";"-22.8";"°C";"0";"051.04.566.SMT.0158";"8.2";"°C";"0";"051.05.567.SCI.196";"-76.0";"°C";"0";"051.06.567.HRS.2YJ";"-86.3";"°C";"0";"051.07.567.PNS.152";"-78.6";"°C";"0";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"300051";"Wireless Logger";"1/29/2019 3:21 PM";"1/29/2019 3:26 PM";"0";"051.01.567.AMB.ENV";"18.2";"°C";"0";"051.02.570.PNS.888";"-81.0";"°C";"0";"051.03.567.THM.309";"-23.2";"°C";"0";"051.04.566.SMT.0158";"7.6";"°C";"0";"051.05.567.SCI.196";"-75.4";"°C";"0";"051.06.567.HRS.2YJ";"-83.3";"°C";"0";"051.07.567.PNS.152";"-78.7";"°C";"0";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"300051";"Wireless Logger";"1/29/2019 3:24 PM";"1/29/2019 3:29 PM";"0";"051.01.567.AMB.ENV";"18.2";"°C";"0";"051.02.570.PNS.888";"-81.0";"°C";"0";"051.03.567.THM.309";"-23.2";"°C";"0";"051.04.566.SMT.0158";"7.6";"°C";"0";"051.05.567.SCI.196";"-75.4";"°C";"0";"051.06.567.HRS.2YJ";"-83.3";"°C";"0";"051.07.567.PNS.152";"-78.7";"°C";"0";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"300051";"Wireless Logger";"1/29/2019 3:27 PM";"1/29/2019 3:32 PM";"0";"051.01.567.AMB.ENV";"18.3";"°C";"0";"051.02.570.PNS.888";"-82.4";"°C";"0";"051.03.567.THM.309";"-22.9";"°C";"0";"051.04.566.SMT.0158";"7.0";"°C";"0";"051.05.567.SCI.196";"-75.7";"°C";"0";"051.06.567.HRS.2YJ";"-80.5";"°C";"0";"051.07.567.PNS.152";"-78.8";"°C";"0";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
