"Loggerprotocol: elproLOG MONITOR 3.63.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9921";"RM 570 Logger B";"1/29/2019 2:27 PM";"1/29/2019 2:28 PM";"0";"221.01.570.HRS.17UM";"-72.9";"°C";"0";"221.02.570.ISO.9XP";"-89.9";"°C";"0";"221.03.570.SCI.807";"-74.5";"°C";"0";"221.04.570.HRS.1YO";"NaN";"O.F.";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"9921";"RM 570 Logger B";"1/29/2019 2:30 PM";"1/29/2019 2:31 PM";"0";"221.01.570.HRS.17UM";"-72.6";"°C";"0";"221.02.570.ISO.9XP";"-89.9";"°C";"0";"221.03.570.SCI.807";"-74.5";"°C";"0";"221.04.570.HRS.1YO";"NaN";"O.F.";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"9921";"RM 570 Logger B";"1/29/2019 2:33 PM";"1/29/2019 2:34 PM";"0";"221.01.570.HRS.17UM";"-72.5";"°C";"0";"221.02.570.ISO.9XP";"-89.9";"°C";"0";"221.03.570.SCI.807";"-75.7";"°C";"0";"221.04.570.HRS.1YO";"NaN";"O.F.";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"9921";"RM 570 Logger B";"1/29/2019 2:36 PM";"1/29/2019 2:37 PM";"0";"221.01.570.HRS.17UM";"-72.4";"°C";"0";"221.02.570.ISO.9XP";"-89.9";"°C";"0";"221.03.570.SCI.807";"-77.6";"°C";"0";"221.04.570.HRS.1YO";"NaN";"O.F.";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"9921";"RM 570 Logger B";"1/29/2019 2:39 PM";"1/29/2019 2:40 PM";"0";"221.01.570.HRS.17UM";"-72.4";"°C";"0";"221.02.570.ISO.9XP";"-89.9";"°C";"0";"221.03.570.SCI.807";"-79.4";"°C";"0";"221.04.570.HRS.1YO";"NaN";"O.F.";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"9921";"RM 570 Logger B";"1/29/2019 2:42 PM";"1/29/2019 2:43 PM";"0";"221.01.570.HRS.17UM";"-72.7";"°C";"0";"221.02.570.ISO.9XP";"-90.0";"°C";"0";"221.03.570.SCI.807";"-80.5";"°C";"0";"221.04.570.HRS.1YO";"NaN";"O.F.";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"9921";"RM 570 Logger B";"1/29/2019 2:45 PM";"1/29/2019 2:46 PM";"0";"221.01.570.HRS.17UM";"-72.9";"°C";"0";"221.02.570.ISO.9XP";"-89.9";"°C";"0";"221.03.570.SCI.807";"-80.6";"°C";"0";"221.04.570.HRS.1YO";"NaN";"O.F.";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"9921";"RM 570 Logger B";"1/29/2019 2:48 PM";"1/29/2019 2:49 PM";"0";"221.01.570.HRS.17UM";"-72.9";"°C";"0";"221.02.570.ISO.9XP";"-90.0";"°C";"0";"221.03.570.SCI.807";"-79.8";"°C";"0";"221.04.570.HRS.1YO";"NaN";"O.F.";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"9921";"RM 570 Logger B";"1/29/2019 2:51 PM";"1/29/2019 2:52 PM";"0";"221.01.570.HRS.17UM";"-72.7";"°C";"0";"221.02.570.ISO.9XP";"-90.0";"°C";"0";"221.03.570.SCI.807";"-79.0";"°C";"0";"221.04.570.HRS.1YO";"NaN";"O.F.";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"9921";"RM 570 Logger B";"1/29/2019 2:54 PM";"1/29/2019 2:55 PM";"0";"221.01.570.HRS.17UM";"-72.5";"°C";"0";"221.02.570.ISO.9XP";"-90.0";"°C";"0";"221.03.570.SCI.807";"-78.2";"°C";"0";"221.04.570.HRS.1YO";"NaN";"O.F.";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"9921";"RM 570 Logger B";"1/29/2019 2:57 PM";"1/29/2019 2:58 PM";"0";"221.01.570.HRS.17UM";"-72.5";"°C";"0";"221.02.570.ISO.9XP";"-90.0";"°C";"0";"221.03.570.SCI.807";"-77.4";"°C";"0";"221.04.570.HRS.1YO";"NaN";"O.F.";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"9921";"RM 570 Logger B";"1/29/2019 3:00 PM";"1/29/2019 3:01 PM";"0";"221.01.570.HRS.17UM";"-72.5";"°C";"0";"221.02.570.ISO.9XP";"-90.0";"°C";"0";"221.03.570.SCI.807";"-76.7";"°C";"0";"221.04.570.HRS.1YO";"NaN";"O.F.";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"9921";"RM 570 Logger B";"1/29/2019 3:03 PM";"1/29/2019 3:04 PM";"0";"221.01.570.HRS.17UM";"-72.3";"°C";"0";"221.02.570.ISO.9XP";"-90.0";"°C";"0";"221.03.570.SCI.807";"-76.2";"°C";"0";"221.04.570.HRS.1YO";"NaN";"O.F.";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"9921";"RM 570 Logger B";"1/29/2019 3:06 PM";"1/29/2019 3:07 PM";"0";"221.01.570.HRS.17UM";"-72.0";"°C";"0";"221.02.570.ISO.9XP";"-90.0";"°C";"0";"221.03.570.SCI.807";"-75.9";"°C";"0";"221.04.570.HRS.1YO";"NaN";"O.F.";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"9921";"RM 570 Logger B";"1/29/2019 3:09 PM";"1/29/2019 3:10 PM";"0";"221.01.570.HRS.17UM";"-71.6";"°C";"0";"221.02.570.ISO.9XP";"-90.0";"°C";"0";"221.03.570.SCI.807";"-75.3";"°C";"0";"221.04.570.HRS.1YO";"NaN";"O.F.";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"9921";"RM 570 Logger B";"1/29/2019 3:12 PM";"1/29/2019 3:13 PM";"0";"221.01.570.HRS.17UM";"-71.5";"°C";"0";"221.02.570.ISO.9XP";"-90.0";"°C";"0";"221.03.570.SCI.807";"-74.5";"°C";"0";"221.04.570.HRS.1YO";"NaN";"O.F.";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"9921";"RM 570 Logger B";"1/29/2019 3:15 PM";"1/29/2019 3:16 PM";"0";"221.01.570.HRS.17UM";"-71.5";"°C";"0";"221.02.570.ISO.9XP";"-90.0";"°C";"0";"221.03.570.SCI.807";"-74.4";"°C";"0";"221.04.570.HRS.1YO";"NaN";"O.F.";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"9921";"RM 570 Logger B";"1/29/2019 3:18 PM";"1/29/2019 3:19 PM";"0";"221.01.570.HRS.17UM";"-71.6";"°C";"0";"221.02.570.ISO.9XP";"-90.0";"°C";"0";"221.03.570.SCI.807";"-75.5";"°C";"0";"221.04.570.HRS.1YO";"NaN";"O.F.";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"9921";"RM 570 Logger B";"1/29/2019 3:21 PM";"1/29/2019 3:22 PM";"0";"221.01.570.HRS.17UM";"-71.9";"°C";"0";"221.02.570.ISO.9XP";"-90.0";"°C";"0";"221.03.570.SCI.807";"-77.5";"°C";"0";"221.04.570.HRS.1YO";"NaN";"O.F.";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"9921";"RM 570 Logger B";"1/29/2019 3:24 PM";"1/29/2019 3:25 PM";"0";"221.01.570.HRS.17UM";"-72.4";"°C";"0";"221.02.570.ISO.9XP";"-90.0";"°C";"0";"221.03.570.SCI.807";"-79.3";"°C";"0";"221.04.570.HRS.1YO";"NaN";"O.F.";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"9921";"RM 570 Logger B";"1/29/2019 3:27 PM";"1/29/2019 3:28 PM";"0";"221.01.570.HRS.17UM";"-72.7";"°C";"0";"221.02.570.ISO.9XP";"-90.0";"°C";"0";"221.03.570.SCI.807";"-80.5";"°C";"0";"221.04.570.HRS.1YO";"NaN";"O.F.";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
