"Loggerprotocol: elproLOG MONITOR 3.63.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10339";"Room 566";"1/29/2019 2:54 PM";"1/29/2019 2:55 PM";"0";"339.01.566.THM.403";"-80.1";"°C";"0";"339.02.566.PNS.165";"-78.6";"°C";"0";"339.03.566.AMB.ENV";"20.7";"°C";"0";"339.04.WLK.AMB.ENV";"2.3";"°C";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"10339";"Room 566";"1/29/2019 2:57 PM";"1/29/2019 2:58 PM";"0";"339.01.566.THM.403";"-79.7";"°C";"0";"339.02.566.PNS.165";"-78.5";"°C";"0";"339.03.566.AMB.ENV";"19.8";"°C";"0";"339.04.WLK.AMB.ENV";"2.3";"°C";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"10339";"Room 566";"1/29/2019 3:00 PM";"1/29/2019 3:01 PM";"0";"339.01.566.THM.403";"-79.3";"°C";"0";"339.02.566.PNS.165";"-78.5";"°C";"0";"339.03.566.AMB.ENV";"18.3";"°C";"0";"339.04.WLK.AMB.ENV";"2.2";"°C";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"10339";"Room 566";"1/29/2019 3:03 PM";"1/29/2019 3:04 PM";"0";"339.01.566.THM.403";"-79.3";"°C";"0";"339.02.566.PNS.165";"-78.5";"°C";"0";"339.03.566.AMB.ENV";"18.2";"°C";"0";"339.04.WLK.AMB.ENV";"2.3";"°C";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"10339";"Room 566";"1/29/2019 3:06 PM";"1/29/2019 3:07 PM";"0";"339.01.566.THM.403";"-79.7";"°C";"0";"339.02.566.PNS.165";"-78.5";"°C";"0";"339.03.566.AMB.ENV";"18.1";"°C";"0";"339.04.WLK.AMB.ENV";"2.2";"°C";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"10339";"Room 566";"1/29/2019 3:09 PM";"1/29/2019 3:10 PM";"0";"339.01.566.THM.403";"-80.1";"°C";"0";"339.02.566.PNS.165";"-78.5";"°C";"0";"339.03.566.AMB.ENV";"18.1";"°C";"0";"339.04.WLK.AMB.ENV";"2.3";"°C";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"10339";"Room 566";"1/29/2019 3:12 PM";"1/29/2019 3:13 PM";"0";"339.01.566.THM.403";"-80.3";"°C";"0";"339.02.566.PNS.165";"-78.5";"°C";"0";"339.03.566.AMB.ENV";"19.4";"°C";"0";"339.04.WLK.AMB.ENV";"2.2";"°C";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"10339";"Room 566";"1/29/2019 3:15 PM";"1/29/2019 3:16 PM";"0";"339.01.566.THM.403";"-80.1";"°C";"0";"339.02.566.PNS.165";"-78.5";"°C";"0";"339.03.566.AMB.ENV";"20.6";"°C";"0";"339.04.WLK.AMB.ENV";"2.3";"°C";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"10339";"Room 566";"1/29/2019 3:18 PM";"1/29/2019 3:19 PM";"0";"339.01.566.THM.403";"-79.7";"°C";"0";"339.02.566.PNS.165";"-78.5";"°C";"0";"339.03.566.AMB.ENV";"18.5";"°C";"0";"339.04.WLK.AMB.ENV";"2.3";"°C";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"10339";"Room 566";"1/29/2019 3:21 PM";"1/29/2019 3:22 PM";"0";"339.01.566.THM.403";"-79.4";"°C";"0";"339.02.566.PNS.165";"-78.5";"°C";"0";"339.03.566.AMB.ENV";"18.2";"°C";"0";"339.04.WLK.AMB.ENV";"2.3";"°C";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"10339";"Room 566";"1/29/2019 3:24 PM";"1/29/2019 3:25 PM";"0";"339.01.566.THM.403";"-79.6";"°C";"0";"339.02.566.PNS.165";"-78.5";"°C";"0";"339.03.566.AMB.ENV";"18.3";"°C";"0";"339.04.WLK.AMB.ENV";"2.3";"°C";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
"10339";"Room 566";"1/29/2019 3:27 PM";"1/29/2019 3:28 PM";"0";"339.01.566.THM.403";"-79.9";"°C";"0";"339.02.566.PNS.165";"-78.5";"°C";"0";"339.03.566.AMB.ENV";"18.2";"°C";"0";"339.04.WLK.AMB.ENV";"2.2";"°C";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"1";"";"0";"";"1";"";""
